Age,Height,Weight,Gender,injury,equipment,level,Exercise
23,184,89,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,184,90,male,Upper,Body Only,Beginner,Arom Side lying Abduction
25,184,93,male,Lower,Body Only,Beginner,Air Squat
26,184,94,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,184,96,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,184,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,184,85,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,184,99,male,Upper,Body Only,Beginner,Arom Side lying Abduction
31,184,83,male,Lower,Body Only,Beginner,Air Squat
32,184,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,184,81,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,184,90,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,184,93,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,164,60,female,Upper,Body Only,Beginner,Arom Side lying Abduction
21,164,61,female,Lower,Body Only,Beginner,Air Squat
22,164,62,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,164,63,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,164,64,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,164,65,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,164,66,female,Upper,Body Only,Beginner,Arom Side lying Abduction
27,164,67,female,Lower,Body Only,Beginner,Air Squat
28,164,68,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,164,69,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,164,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,164,71,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,164,72,female,Upper,Body Only,Beginner,Arom Side lying Abduction
33,164,73,female,Lower,Body Only,Beginner,Air Squat
34,164,74,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,164,75,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,185,80,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,185,81,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,185,82,male,Upper,Body Only,Beginner,Arom Side lying Abduction
23,185,83,male,Lower,Body Only,Beginner,Air Squat
24,185,84,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,185,85,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,185,86,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,185,87,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,185,89,male,Upper,Body Only,Beginner,Arom Side lying Abduction
29,185,90,male,Lower,Body Only,Beginner,Air Squat
30,185,92,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,185,94,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,185,96,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,185,98,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,185,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
35,185,95,male,Lower,Body Only,Beginner,Air Squat
20,165,60,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
21,165,62,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
22,165,64,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
23,165,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,165,68,female,Upper,Body Only,Beginner,Arom Side lying Abduction
25,165,69,female,Lower,Body Only,Beginner,Air Squat
26,165,71,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,165,73,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,165,75,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,165,77,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,165,79,female,Upper,Body Only,Beginner,Arom Side lying Abduction
31,165,83,female,Lower,Body Only,Beginner,Air Squat
32,165,82,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,165,86,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,165,84,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,165,88,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,186,83,male,Upper,Body Only,Beginner,Arom Side lying Abduction
21,186,85,male,Lower,Body Only,Beginner,Air Squat
22,186,90,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,186,96,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,186,95,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,186,92,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,186,88,male,Upper,Body Only,Beginner,Arom Side lying Abduction
27,186,89,male,Lower,Body Only,Beginner,Air Squat
28,186,83,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,186,87,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,186,99,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,186,98,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,186,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
33,186,93,male,Lower,Body Only,Beginner,Air Squat
34,186,94,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,186,95,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,186,96,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,186,85,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,186,87,male,Upper,Body Only,Beginner,Arom Side lying Abduction
23,186,83,male,Lower,Body Only,Beginner,Air Squat
24,186,92,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,186,96,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,186,94,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,186,100,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,186,101,male,Upper,Body Only,Beginner,Arom Side lying Abduction
29,186,87,male,Lower,Body Only,Beginner,Air Squat
30,186,88,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,186,85,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,187,84,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,187,83,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,187,82,male,Upper,Body Only,Beginner,Arom Side lying Abduction
35,187,81,male,Lower,Body Only,Beginner,Air Squat
20,187,90,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
21,187,92,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
22,187,93,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
23,187,98,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,187,100,male,Upper,Body Only,Beginner,Arom Side lying Abduction
25,187,85,male,Lower,Body Only,Beginner,Air Squat
26,187,81,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,187,101,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,187,83,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,187,82,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,187,86,male,Upper,Body Only,Beginner,Arom Side lying Abduction
31,187,87,male,Lower,Body Only,Beginner,Air Squat
32,187,89,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,187,90,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,187,93,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,187,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,166,83,female,Upper,Body Only,Beginner,Arom Side lying Abduction
21,166,84,female,Lower,Body Only,Beginner,Air Squat
22,166,85,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,166,86,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,166,87,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,166,88,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,166,75,female,Upper,Body Only,Beginner,Arom Side lying Abduction
27,166,74,female,Lower,Body Only,Beginner,Air Squat
28,166,73,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,166,72,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,166,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,166,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,166,66,female,Upper,Body Only,Beginner,Arom Side lying Abduction
33,166,65,female,Lower,Body Only,Beginner,Air Squat
34,166,64,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,166,63,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,166,62,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,166,61,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,166,59,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,166,58,female,Lower,Body Only,Beginner,Air Squat
24,166,57,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,166,56,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,166,55,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,167,59,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,167,77,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,167,80,female,Lower,Body Only,Beginner,Air Squat
30,167,81,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,167,82,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,167,83,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,167,84,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,167,85,female,Upper,Body Only,Beginner,Arom Side lying Abduction
35,167,86,female,Lower,Body Only,Beginner,Air Squat
20,167,63,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
21,167,64,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
22,167,65,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
23,167,68,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,167,69,female,Upper,Body Only,Beginner,Arom Side lying Abduction
25,167,70,female,Lower,Body Only,Beginner,Air Squat
26,167,73,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,167,74,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,167,76,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,167,78,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,167,79,female,Upper,Body Only,Beginner,Arom Side lying Abduction
31,167,66,female,Lower,Body Only,Beginner,Air Squat
32,167,65,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,167,69,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,167,63,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,167,83,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,188,96,male,Upper,Body Only,Beginner,Arom Side lying Abduction
21,188,85,male,Lower,Body Only,Beginner,Air Squat
22,188,87,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,188,83,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,188,92,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,188,96,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,188,94,male,Upper,Body Only,Beginner,Arom Side lying Abduction
27,188,100,male,Lower,Body Only,Beginner,Air Squat
28,188,101,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,188,87,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,188,88,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,188,85,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,188,84,male,Upper,Body Only,Beginner,Arom Side lying Abduction
33,188,83,male,Lower,Body Only,Beginner,Air Squat
34,188,82,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,188,81,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,188,90,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,188,92,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,188,93,male,Upper,Body Only,Beginner,Arom Side lying Abduction
23,188,98,male,Lower,Body Only,Beginner,Air Squat
24,188,100,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,188,85,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,188,81,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,188,101,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,188,83,male,Upper,Body Only,Beginner,Arom Side lying Abduction
29,189,82,male,Lower,Body Only,Beginner,Air Squat
30,189,86,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,189,87,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,189,89,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,189,90,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,189,100,male,Upper,Body Only,Beginner,Arom Side lying Abduction
35,189,101,male,Lower,Body Only,Beginner,Air Squat
20,189,98,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
21,189,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
22,189,96,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
23,189,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,189,92,male,Upper,Body Only,Beginner,Arom Side lying Abduction
25,189,96,male,Lower,Body Only,Beginner,Air Squat
26,189,95,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,189,93,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,189,87,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,189,89,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,189,91,male,Upper,Body Only,Beginner,Arom Side lying Abduction
31,189,93,male,Lower,Body Only,Beginner,Air Squat
32,189,96,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,189,95,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,189,99,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,189,99,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,168,75,female,Upper,Body Only,Beginner,Arom Side lying Abduction
21,168,74,female,Lower,Body Only,Beginner,Air Squat
22,168,73,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,168,72,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,168,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,168,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,168,66,female,Upper,Body Only,Beginner,Arom Side lying Abduction
27,168,65,female,Lower,Body Only,Beginner,Air Squat
28,168,64,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,168,63,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,168,62,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,168,61,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,168,59,female,Upper,Body Only,Beginner,Arom Side lying Abduction
33,168,58,female,Lower,Body Only,Beginner,Air Squat
34,168,57,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,168,56,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,168,55,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,168,59,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,168,77,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,168,80,female,Lower,Body Only,Beginner,Air Squat
24,168,81,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,168,82,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,169,80,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,169,81,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,169,82,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,169,83,female,Lower,Body Only,Beginner,Air Squat
30,169,84,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,169,85,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,169,86,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,169,87,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,169,78,female,Upper,Body Only,Beginner,Arom Side lying Abduction
35,169,76,female,Lower,Body Only,Beginner,Air Squat
20,169,74,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
21,169,72,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
22,169,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
23,169,73,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,169,79,female,Upper,Body Only,Beginner,Arom Side lying Abduction
25,169,62,female,Lower,Body Only,Beginner,Air Squat
26,169,64,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,169,69,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,169,68,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,169,63,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,169,90,female,Upper,Body Only,Beginner,Arom Side lying Abduction
31,169,91,female,Lower,Body Only,Beginner,Air Squat
32,169,80,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,169,85,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,169,87,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,169,83,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,190,85,male,Upper,Body Only,Beginner,Arom Side lying Abduction
21,190,87,male,Lower,Body Only,Beginner,Air Squat
22,190,89,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,190,91,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,190,92,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,190,93,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,190,94,male,Upper,Body Only,Beginner,Arom Side lying Abduction
27,190,95,male,Lower,Body Only,Beginner,Air Squat
28,190,96,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,190,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,190,98,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,190,100,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,190,101,male,Upper,Body Only,Beginner,Arom Side lying Abduction
33,190,91,male,Lower,Body Only,Beginner,Air Squat
34,190,90,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
